,CoC,Year,HUD,Predicted_Count,Predicted_Count_low,Predicted_Count_high,Predicted_Total,Predicted_Total_low,Predicted_Total_high
405,CO-500,2016,3520,3526.96048,3047,4055,5246.5914,4731.95,5860
406,CO-500,2017,4019,4110.83676,3586,4683,6116.49344,5581,6766
407,CO-503,2011,4809,4824.2262,4347,5322,5467.58348,5135,5896
408,CO-503,2012,6358,6242.27176,5658,6813,7077.1202,6709,7498
409,CO-503,2013,6316,6266.87964,5654,6929,7106.70136,6704,7716.05
410,CO-503,2014,6621,6543.10756,5910.95,7176,7418.85304,6981,7921
411,CO-503,2015,5335,5383.23656,4857,5932,6102.2044,5719,6584
412,CO-503,2016,5728,5682.5936,5124,6249.05,6441.2494,6053,6919
413,CO-503,2017,5506,5470.06916,4947,5985,6202.92124,5879,6622
414,CO-504,2011,1024,1029.5112,914,1152,1266.7574,1175,1380
415,CO-504,2012,1127,1120.97084,1000,1247,1378.06072,1284,1490
416,CO-504,2013,1171,1168.36764,1042,1304,1437.08144,1340,1564
417,CO-504,2014,1219,1210.87788,1077,1351,1488.92024,1381,1615
418,CO-504,2015,1073,1103.82068,973,1247,1357.62348,1243,1502
419,CO-504,2016,1302,1303.6998,1161,1456,1603.8952,1491,1741
420,CO-504,2017,1415,1414.28928,1265,1571,1739.6312,1625,1879
421,CT-503,2011,1005,1004.51952,905,1112,1102.35144,1040,1199
422,CT-503,2012,902,910.54812,818,1008,998.77056,937,1086
423,CT-503,2013,1059,1050.87856,950,1150,1153.70452,1095,1233
424,CT-503,2014,1083,1077.75252,974,1184,1182.69396,1119,1272
425,CT-503,2015,913,904.9958,820,989,993.47972,943,1062
426,CT-503,2016,886,889.08496,800,986,975.68696,918,1061
427,CT-503,2017,778,778.36936,701,856,854.57324,805,919
428,CT-505,2011,3451,3483.75284,3139,3818,3829.82716,3583,4100
429,CT-505,2012,3307,3324.49124,3000,3674,3656.99532,3442,3976
430,CT-505,2013,3389,3389.81752,3064,3727,3729.75988,3518,4017
431,CT-505,2014,3367,3381.81328,3043,3746,3719.86332,3491,4041
432,CT-505,2015,3134,3168.36408,2862,3472,3485.18708,3285,3743
433,CT-505,2016,3016,2999.82884,2724,3257,3298.61564,3132,3483
434,CT-505,2017,2610,2659.83556,2378,2997,2925.45724,2728,3250
435,DC-500,2011,6546,6525.039,5909.95,7122,7037.99924,6690,7524.05
436,DC-500,2012,6954,6965.3236,6304,7638,7513.72792,7107.95,8079.05
437,DC-500,2013,6865,6890.14916,6238,7548,7434.82516,7038,7993
438,DC-500,2014,7748,7753.6318,7005,8537,8366.1456,7917,9061.05
439,DC-500,2015,7298,7344.26076,6630,8152.05,7921.26564,7472,8648
440,DC-500,2016,8350,8326.16436,7525,9216,8978.56944,8509,9806
441,DC-500,2017,7473,7471.38688,6764,8166,8063.9188,7639.95,8639
442,DE-500,2011,1035,1034.92312,936,1133,1111.45776,1054,1194
443,DE-500,2012,1008,1013.3574,915,1116,1087.67292,1028,1178
444,DE-500,2013,946,948.09792,856,1045,1018.1084,963,1103
445,DE-500,2014,901,906.9398,817,1002,973.86668,919,1057
446,DE-500,2015,953,957.03712,864,1058,1027.21388,971,1118
447,DE-500,2016,1070,1060.42332,962,1157,1138.67572,1087,1219
448,DE-500,2017,994,987.18864,896,1079,1059.27648,1009,1136
449,FL-500,2011,1152,1162.90424,1007,1329,1758.82488,1603,1935
450,FL-500,2012,921,949.35316,814,1098,1437.08036,1293,1612
451,FL-500,2013,1049,1070.41796,931,1221,1620.8242,1482,1781
452,FL-500,2014,1377,1354.29244,1174,1546,2047.3686,1858,2250
453,FL-500,2015,1198,1208.0678,1047,1377,1827.99428,1660,2000
454,FL-500,2016,1468,1445.53716,1257,1656,2185.97344,2005,2420
455,FL-500,2017,1447,1437.70428,1247,1641,2175.8954,1982,2395
456,FL-501,2011,7336,7170.03928,6216.95,8216,11313.4126,10412,12544.05
457,FL-501,2012,7419,7169.43264,6213,8222.05,11306.23404,10356.95,12468
458,FL-501,2013,1909,1908.20532,1650.95,2184,3009.45532,2740,3307
459,FL-501,2014,1944,1988.84288,1702,2302,3135.80164,2817,3499
460,FL-501,2015,1931,1931.854,1669,2216,3049.44668,2776,3380
461,FL-501,2016,1817,1828.79824,1567,2119,2885.61628,2595,3225.05
462,FL-501,2017,1549,1538.15856,1329,1763,2425.71704,2213,2668
463,FL-502,2011,3890,3898.20628,3448,4364,5135.9244,4744,5564
464,FL-502,2012,3971,3945.42152,3496.95,4423,5200.406,4806,5662
465,FL-502,2013,3913,3932.10164,3489,4402,5180.38108,4795,5636.05
466,FL-502,2014,3391,3414.72172,3022,3825,4501.86648,4152,4877
467,FL-502,2015,3387,3422.16764,3030,3848,4509.3432,4160.95,4929
468,FL-502,2016,2777,2870.39,2517,3252,3783.7178,3458.95,4178
469,FL-502,2017,2831,2918.13992,2569,3290,3847.16916,3543,4218
470,FL-503,2011,1100,1077.63912,959,1208,1365.657,1269,1486
471,FL-503,2012,881,872.76388,773,980,1106.08992,1025,1208
472,FL-503,2013,520,525.47056,463,592,665.9068,614,730
473,FL-503,2014,536,538.06448,476,606,682.13048,631,747
474,FL-503,2015,464,469.831,412,533,595.66212,545,657
475,FL-503,2016,635,633.15504,560,710,802.49356,742,874
476,FL-503,2017,512,518.41076,456,585,656.89528,603,720
477,FL-504,2011,2210,2205.32192,1933,2507,3087.88772,2826,3403
478,FL-504,2012,2384,2350.1392,2069,2649,3288.86872,3047,3588
479,FL-504,2013,2176,2177.902,1902,2485.05,3049.25536,2794,3380
480,FL-504,2014,1633,1622.35336,1427,1834,2272.50764,2101,2494
481,FL-504,2015,1325,1338.55944,1172,1523,1873.55904,1715,2063
482,FL-504,2016,1005,1018.7454,888,1160,1426.7678,1300,1577
483,FL-504,2017,753,768.24536,670,873,1075.49052,981,1185
484,FL-505,2011,2764,2716.11624,2370,3086.05,4039.06444,3705,4428
485,FL-505,2012,2438,2430.60112,2116,2777,3611.77252,3309,3994
486,FL-505,2013,1658,1650.83424,1436,1881,2454.48304,2244,2698
487,FL-505,2014,1577,1584.19804,1373,1815,2353.75172,2146,2609
488,FL-505,2015,683,695.0002,598,800.05,1033.13072,933,1149
489,FL-505,2016,629,635.3396,548,730,943.8512,854,1046
490,FL-505,2017,401,407.79244,348,473,606.08784,544,679
491,FL-506,2011,787,791.43184,710,877,885.8332,830,960
492,FL-506,2012,797,804.02708,720,893.05,900.37288,841,982
493,FL-506,2013,974,971.22576,874,1077,1087.81396,1023,1182
494,FL-506,2014,805,812.76584,728,906,909.97108,850,996
495,FL-506,2015,863,869.91448,782,961,974.45916,913,1053
496,FL-506,2016,869,872.02828,783,971,976.019,915,1065
497,FL-506,2017,1072,1060.88508,957,1170,1188.0628,1121,1281.05
498,FL-507,2011,4515,4470.85724,3964,5023.05,5739.75804,5298,6292
499,FL-507,2012,3661,3664.79172,3257,4102,4701.50368,4369,5099
500,FL-507,2013,4378,4351.08152,3872,4870,5589.73332,5220.95,6085
501,FL-507,2014,2254,2306.43244,2030,2623,2961.15672,2716,3297
502,FL-507,2015,2112,2099.72156,1863.95,2378,2695.27132,2508,2982
503,FL-507,2016,1670,1683.54316,1482,1917,2161.90532,1988,2408
504,FL-507,2017,2074,2082.43152,1840,2345,2673.1412,2460,2921
505,FL-508,2011,1179,1184.15004,1032,1350,1687.83524,1538,1863
506,FL-508,2012,1814,1769.609,1552,2008,2521.1548,2317,2770
507,FL-508,2013,1718,1696.11844,1490,1920,2416.60168,2230,2640.05
508,FL-508,2014,1256,1259.69976,1103,1427,1793.4622,1652,1966
509,FL-508,2015,870,884.11948,771,1006,1259.5454,1149,1384
510,FL-508,2016,844,869.88628,751,998,1240.24228,1119,1377
511,FL-508,2017,819,826.52552,718,940,1178.051,1072,1292
512,FL-509,2011,1683,1725.20912,1478,1996,2737.44256,2469,3055
513,FL-509,2012,1724,1763.25564,1529,2013,2796.45612,2551,3063
514,FL-509,2013,2240,2220.5414,1925,2530,3524.18356,3223,3859
515,FL-509,2014,2591,2547.26764,2202,2914,4042.8466,3675,4452
516,FL-509,2015,2412,2389.14368,2065,2728.05,3790.59052,3456,4149
517,FL-509,2016,2382,2355.27288,2035,2702,3739.13368,3413,4131
518,FL-509,2017,1732,1786.48184,1532,2059,2834.84572,2546,3166
519,FL-510,2011,3025,2969.79836,2657,3290,3607.47684,3370,3888
520,FL-510,2012,2861,2859.84352,2550,3184,3474.3714,3221,3769
521,FL-510,2013,2768,2718.77044,2443,2999,3301.14612,3107,3528
522,FL-510,2014,2049,2071.70864,1849,2302.05,2515.78384,2341,2721
523,FL-510,2015,1853,1898.97104,1685,2120,2306.002,2127,2509
524,FL-510,2016,1959,1963.34476,1752,2187,2383.73992,2218,2587
525,FL-510,2017,1869,1897.162,1683.95,2126,2302.75912,2125,2522.05
526,FL-511,2011,733,741.84828,653,835,971.40288,895,1057
527,FL-511,2012,792,800.21328,704,903,1048.0618,965,1147
528,FL-511,2013,945,939.15864,828.95,1056,1229.47424,1132,1337
529,FL-511,2014,843,848.31212,746,956,1110.96748,1023,1213
530,FL-511,2015,1014,999.15664,881,1127,1308.62964,1208,1432
531,FL-511,2016,798,803.87284,706,908,1052.92632,965,1154
532,FL-511,2017,758,771.81572,677,877,1010.28056,927,1115
533,FL-512,2011,1391,1370.06028,1188,1565,2088.15028,1899,2296
534,FL-512,2012,1385,1377.0236,1191,1577.05,2098.57676,1909,2319
535,FL-512,2013,1437,1431.70328,1237,1648,2180.9506,1983,2425
536,FL-512,2014,1401,1396.85148,1205,1602,2127.9442,1932,2354
537,FL-512,2015,1161,1169.36876,1008,1341,1781.5316,1610,1970
538,FL-512,2016,1064,1065.11796,917,1225,1622.96584,1472,1796
539,FL-512,2017,445,460.39868,392,535,701.8188,627,786
540,FL-513,2011,1907,1886.52792,1704,2071,2126.63976,2008,2276
541,FL-513,2012,2062,2040.75172,1842,2247,2301.73444,2172,2479
542,FL-513,2013,1567,1559.62272,1406,1723,1758.13872,1653,1901.05
543,FL-513,2014,1477,1472.13296,1324,1632,1659.28316,1558,1803
544,FL-513,2015,1072,1080.1504,970,1196,1217.36348,1140,1320
545,FL-513,2016,827,841.33004,750,940,948.44016,880,1038
546,FL-513,2017,845,847.0252,761,934,954.44836,896,1028
547,FL-514,2011,1032,1018.76044,912,1133.05,1224.26232,1144,1326
548,FL-514,2012,911,904.94068,808,1010,1087.10584,1012,1183
549,FL-514,2013,530,541.252,479,609,650.373,600,714
550,FL-514,2014,918,910.93672,812,1016,1094.90044,1020,1190
551,FL-514,2015,787,791.57264,704,885,951.89172,883,1037
552,FL-514,2016,823,821.48452,731,922,987.56372,917,1082
553,FL-514,2017,725,732.8904,651,820,880.66236,815,961
554,FL-515,2011,411,405.51792,361,452,482.3598,451,523
555,FL-515,2012,322,321.69856,285,360,382.88244,355,417
556,FL-515,2013,301,302.83392,267,340,360.3452,333,394
557,FL-515,2014,268,272.65904,240,307,324.4896,298,356
558,FL-515,2015,317,318.23472,282,356,378.72776,352,413
559,FL-515,2016,310,309.32352,274,347,368.00432,342,401
560,FL-515,2017,336,335.09504,298,375,398.52232,370,434
561,FL-517,2011,1319,1342.26152,1142,1559,2206.24208,1978.95,2466
562,FL-517,2012,1319,1335.86232,1134,1560.05,2195.93016,1962,2474
563,FL-517,2013,3847,3757.5008,3238,4320,6177.08496,5606,6825
564,FL-517,2014,1346,1348.17864,1151,1556,2217.34096,1995,2461
565,FL-517,2015,1218,1231.6134,1046,1440,2024.49852,1815,2292
566,FL-517,2016,1071,1080.76636,916,1262.05,1776.01932,1586,2001.05
567,FL-517,2017,609,626.35696,533,728,1030.20164,923,1146
568,FL-518,2011,1179,1166.45432,1007,1338,1788.94932,1625,1980
569,FL-518,2012,1180,1169.1976,1008,1344,1794.58028,1630,1989
570,FL-518,2013,1278,1261.767,1093,1447,1936.50888,1763,2138.05
571,FL-518,2014,1070,1072.65156,926,1230,1646.15844,1491,1819
572,FL-518,2015,1115,1113.1438,962,1278,1708.08572,1549,1889
573,FL-518,2016,1145,1129.708,976,1298,1733.14352,1574,1919
574,FL-518,2017,502,523.60052,444,609,803.5702,712,905
575,FL-519,2011,4502,4512.79112,3977,5090,6189.38936,5709,6781
576,FL-519,2012,4351,4332.32256,3814,4881,5935.29564,5453,6486.05
577,FL-519,2013,3305,3304.13104,2901.95,3730,4530.586,4151,4955
578,FL-519,2014,3356,3344.3184,2939.95,3778,4584.92616,4209,5024
579,FL-519,2015,1019,1032.4378,902,1176,1415.61352,1295,1569
580,FL-519,2016,1055,1063.5084,930,1211,1458.5958,1331,1609
581,FL-519,2017,2593,2599.33208,2288,2933,3562.45592,3273,3897
582,FL-520,2011,1715,1701.24364,1477,1955,2523.19804,2297.95,2811
583,FL-520,2012,1788,1752.7226,1525,2002.05,2599.4658,2375,2875
584,FL-520,2013,709,718.64212,619,829,1065.45276,964,1191
585,FL-520,2014,511,517.83264,444,598,767.94228,689,857
586,FL-520,2015,731,727.1368,628,833,1078.35644,979,1194
587,FL-520,2016,595,605.43136,522,693,897.0364,815,987
588,FL-520,2017,635,641.11748,557,731,950.94676,870,1043
589,FL-600,2011,3817,3798.6976,3412,4230,4308.2016,4035,4700.05
590,FL-600,2012,3976,3938.60104,3562,4319,4467.21416,4219,4777
591,FL-600,2013,3802,3841.46868,3457,4253,4359.23936,4078,4705
592,FL-600,2014,4156,4101.10372,3703,4525,4653.84572,4391,5044
593,FL-600,2015,4152,4131.1516,3731,4539,4686.51784,4413,5017
594,FL-600,2016,4235,4234.98916,3827,4638,4805.43712,4534,5126
595,FL-600,2017,3721,3745.157,3370,4133,4248.3994,3984,4596
596,FL-601,2011,3801,3703.64652,3353,4061,4288.47768,4071,4574
597,FL-601,2012,3183,3144.61528,2833,3458,3645.26676,3435,3901
598,FL-601,2013,2810,2851.74928,2542,3210,3304.86696,3065,3661
599,FL-601,2014,2766,2762.5652,2486,3047,3199.77096,3004,3440
600,FL-601,2015,2615,2605.4184,2342,2892,3015.96988,2830,3273
601,FL-601,2016,2302,2340.69884,2097,2593,2712.01204,2531,2927
602,FL-601,2017,2450,2460.44728,2205,2739,2850.60236,2661,3108
603,FL-602,2011,828,819.16724,726,920,1039.49312,964,1136
604,FL-602,2012,756,749.2064,663,842,950.531,880,1039
605,FL-602,2013,573,571.71564,505,641,725.4908,670,789
606,FL-602,2014,511,511.08128,450,578,648.80792,597,714
607,FL-602,2015,562,559.37808,493,630,709.84444,656,777
608,FL-602,2016,388,392.11508,344,444,497.48464,456,548.05
609,FL-602,2017,222,229.69272,199,262,291.47352,264,324
610,FL-603,2011,969,961.11168,849,1077,1247.4522,1152,1351
611,FL-603,2012,781,781.91756,691,879,1013.94616,938,1108
612,FL-603,2013,848,848.292,747,957,1099.6878,1011,1207
613,FL-603,2014,871,857.44488,759,960,1112.1566,1032,1205
614,FL-603,2015,614,618.4842,543,699,802.20712,737,881
615,FL-603,2016,439,451.60572,395,511,585.9598,536,643
616,FL-603,2017,431,440.46636,386,499,571.41956,523,628
617,FL-604,2011,904,886.78248,775,1006,1249.5794,1145,1372.05
618,FL-604,2012,922,905.0906,793,1026,1276.57404,1173,1400
619,FL-604,2013,652,658.64104,573,753,929.4312,847,1026
620,FL-604,2014,678,678.83904,592,773,957.35948,876,1055
621,FL-604,2015,615,619.88972,538,707,874.61672,796,963
622,FL-604,2016,575,583.51656,505,667,823.13832,747,910
623,FL-604,2017,631,636.361,554,724,897.056,818,985
624,FL-605,2011,2148,2127.64692,1874,2402,2954.5366,2724,3227
625,FL-605,2012,2116,2098.9494,1848,2369,2912.67404,2685,3188
626,FL-605,2013,1559,1605.3408,1402,1824,2226.5762,2034,2454
627,FL-605,2014,1596,1630.94988,1425,1847,2263.66076,2067,2485
628,FL-605,2015,1421,1449.84892,1269,1638,2011.98228,1843,2194
629,FL-605,2016,1332,1366.0176,1201,1542,1894.8082,1745,2071
630,FL-605,2017,1607,1608.37924,1409,1823,2231.43216,2055,2446
631,FL-606,2011,390,393.36608,351,440,445.72008,415,488
632,FL-606,2012,455,454.05504,407,504,514.47292,482,557
633,FL-606,2013,396,401.5254,358,448,454.94852,423,497
634,FL-606,2014,361,367.32764,327,411,416.0098,386,455
635,FL-606,2015,389,390.93192,349,435,442.7178,414,481
636,FL-606,2016,545,539.28528,485,595,611.0638,575,658
637,FL-606,2017,621,613.7028,552,676,695.33404,655,748
638,GA-500,2011,6805,6724.05736,6038,7456,7983.6136,7475,8621
639,GA-500,2012,6811,6697.96928,6021,7406,7956.79044,7474,8587
640,GA-500,2013,5536,5517.57412,4953,6108,6548.76468,6122,7065
641,GA-500,2014,4797,4812.17584,4310,5343,5711.81216,5331,6191
642,GA-500,2015,4317,4338.65048,3890,4804,5152.98456,4806,5553.05
643,GA-500,2016,4063,4099.40328,3668,4569,4869.2478,4534,5309.05
644,GA-500,2017,3572,3607.8044,3220,4012.05,4284.5516,3989,4649
645,GA-501,2011,11168,11005.6978,9597,12686,16440.88532,15082.95,18480
646,GA-501,2012,11105,11165.33796,9638,12717.05,16667.97992,15130,18186
647,GA-501,2013,7651,7592.94216,6521,8935,11334.40164,10165.95,13025
648,GA-501,2014,7577,7544.97248,6623.95,8536,11262.86192,10413,12282
649,GA-501,2015,5797,5800.01572,5158.95,6449.05,8662.87404,8210,9155
650,GA-501,2016,5575,5760.7582,5010,6571,8598.38444,7844,9470
651,GA-501,2017,3716,3862.62852,3401,4319,5768.55816,5351,6130
652,GA-503,2011,407,399.64944,353,449,506.30396,470,551
653,GA-503,2012,361,356.05312,314,401,450.74116,417,491
654,GA-503,2013,213,218.243,189,249,276.40908,252,306
655,GA-503,2014,247,249.13168,217,283,315.54204,289,348
656,GA-503,2015,226,229.0608,200,260,289.94872,265,319
657,GA-503,2016,224,225.89372,196,257,286.00224,261,315
658,GA-503,2017,239,237.52648,207,269,300.77976,276,331
659,GA-504,2011,497,492.67168,445,541,534.1226,507,575
660,GA-504,2012,396,397.97648,357,441,431.58216,406,469
661,GA-504,2013,476,472.48236,426,520,512.44576,486,553
662,GA-504,2014,472,470.25272,423,519,509.72284,482,553
663,GA-504,2015,407,405.94996,366,448,440.21636,416,476
664,GA-504,2016,287,290.81128,260,325,315.277,295,347
665,GA-504,2017,246,252.02148,224,284,273.20408,253,303
666,GA-505,2011,486,477.75012,423,534,599.231,557,650
667,GA-505,2012,333,334.34744,294,376,419.21928,387,458
668,GA-505,2013,294,299.1164,262,338,375.0458,344,411
669,GA-505,2014,312,314.66776,276,356,394.87928,363,434
670,GA-505,2015,371,368.99148,325,416,462.64284,428,505
671,GA-505,2016,329,329.02456,289,370,412.64112,380,449
672,GA-505,2017,319,322.88564,282,366,405.05552,371,446
673,GA-506,2011,370,374.95912,333,419,438.12192,406,478
674,GA-506,2012,392,396.98316,352,444,463.77224,429,506
675,GA-506,2013,495,495.82328,443,552,579.02796,540,628
676,GA-506,2014,523,515.25764,461,570,601.70128,565,648
677,GA-506,2015,415,418.50272,372,467,488.777,454,531
678,GA-506,2016,405,411.6378,365,463,480.72204,444,528
679,GA-506,2017,403,405.21984,362,451,473.4268,442,513
680,GA-507,2011,1242,1237.7514,1095,1394,1583.03272,1464,1738
681,GA-507,2012,1118,1118.16732,991,1251,1430.57968,1325,1552
682,GA-507,2013,1165,1165.88024,1033,1308,1492.11732,1381,1625
683,GA-507,2014,1315,1306.27436,1159,1461,1672.02044,1551,1815
684,GA-507,2015,1100,1111.21172,980,1255,1421.70052,1307,1563
685,GA-507,2016,1070,1077.30172,952,1207,1378.33452,1272,1498
686,GA-507,2017,926,939.5966,829,1058,1202.22892,1106,1318
687,HI-500,2011,1954,1953.90948,1731,2194,2585.24224,2398,2818
688,HI-500,2012,1893,1894.03756,1676,2124,2507.17792,2319,2715
689,HI-500,2013,1779,1797.1572,1588,2024,2378.44444,2199,2602
690,HI-500,2014,2206,2230.7656,1970,2502,2952.5206,2720,3211
691,HI-500,2015,2717,2695.90676,2382,3030,3569.2126,3290,3890
692,HI-500,2016,2981,2929.775,2602,3273,3879.90232,3611,4194
693,HI-500,2017,2261,2285.40108,2017,2571,3026.02044,2784.95,3295
694,HI-501,2011,4234,4269.93912,3815,4757,5117.44852,4750,5572
695,HI-501,2012,4353,4343.88756,3893,4822.05,5207.11628,4869.95,5643
696,HI-501,2013,4556,4568.8048,4086,5075,5474.10056,5100,5940
697,HI-501,2014,4712,4696.15352,4202,5224.05,5626.14868,5247,6111
698,HI-501,2015,4903,4852.92952,4361,5341,5814.92896,5465,6212
699,HI-501,2016,4940,4971.99092,4446,5529,5957.53448,5541,6465
700,HI-501,2017,4959,4924.16108,4417,5457.05,5901.22292,5520,6378
701,IA-500,2011,366,362.45488,328,396,387.83132,371,416
702,IA-500,2012,250,251.96964,226,280,269.86516,254,295
703,IA-500,2013,236,238.6024,213,266,255.51964,240,280
704,IA-500,2014,297,297.21384,268,328,318.17496,301,345
705,IA-500,2015,276,277.42948,249,308,296.9488,280,324
706,IA-500,2016,348,345.34752,311,379,369.88716,352,399
707,IA-500,2017,288,288.96948,260,320,309.25296,292,337
708,IA-501,2011,1782,1785.44804,1614,1973,1893.50624,1801,2067
709,IA-501,2012,1860,1866.41124,1690,2048,1979.41848,1882,2137
710,IA-501,2013,1920,1921.92516,1742,2105,2037.73604,1941,2197
711,IA-501,2014,1939,1941.62644,1764,2115,2058.64384,1961,2205
712,IA-501,2015,1975,1970.3808,1786,2178.05,2089.68328,1993,2287
713,IA-501,2016,1923,1917.54236,1740,2100,2032.45036,1942,2191
714,IA-501,2017,1792,1794.12428,1623,1973,1901.93096,1811,2059
715,IA-502,2011,986,979.06696,886,1070,1055.19008,1004,1133
716,IA-502,2012,818,822.42604,742,908,885.75236,836,960
717,IA-502,2013,928,928.00808,838,1025,999.66664,946,1085
718,IA-502,2014,886,883.34396,799,968,952.51108,903,1025
719,IA-502,2015,830,829.21684,748,912,893.43528,846,966
720,IA-502,2016,793,790.6542,715,870,852.08336,808,921
721,IA-502,2017,676,682.64832,615,754,735.23128,692,797
722,ID-500,2011,838,835.72128,754,922,928.96724,875,1003
723,ID-500,2012,754,753.8586,678,832,837.99588,789,905
724,ID-500,2013,694,697.95392,627,771,775.38656,728,839
725,ID-500,2014,753,753.82112,678,831,838.0368,788,904
726,ID-500,2015,755,756.29056,680,837,840.27864,790,911
727,ID-500,2016,867,864.6426,779,953,961.19504,905,1038
728,ID-500,2017,833,835.04068,751,923.05,928.30236,872,1007
729,ID-501,2011,1361,1357.32664,1202,1530.05,1710.18964,1577,1883
730,ID-501,2012,1214,1217.43356,1081,1361,1534.27092,1422,1664
731,ID-501,2013,1087,1119.50296,985,1264,1410.01512,1290,1553
732,ID-501,2014,1351,1330.7616,1185,1485,1675.93152,1561,1821
733,ID-501,2015,1211,1208.57912,1076,1352,1522.89768,1417,1659
734,ID-501,2016,1380,1373.17256,1219,1536,1729.7588,1605,1888
735,ID-501,2017,1204,1204.29804,1066,1348,1516.71564,1399,1649
736,IL-500,2011,182,181.52392,163,200,191.45648,183,207
737,IL-500,2012,196,195.1562,176,214,205.81916,197,222
738,IL-500,2013,185,185.32248,167,205,195.36732,186,213
739,IL-500,2014,166,166.71556,149,185,175.71564,167,192
740,IL-500,2015,177,175.87092,159,193,185.50588,177,200
741,IL-500,2016,154,154.77784,139,172,163.19968,155,179
742,IL-500,2017,155,155.85964,139,173,164.4122,156,180
743,IL-501,2011,580,579.30228,519,644,646.13052,605,704
744,IL-501,2012,727,722.503,651,798,805.67956,760,870
745,IL-501,2013,788,780.9352,703.95,862,871.54984,822,942
746,IL-501,2014,410,410.91692,367,458,458.62252,429,501
747,IL-501,2015,327,328.6446,294,365,366.64448,343,399
748,IL-501,2016,255,258.43208,230,290,288.12436,268,317
749,IL-501,2017,291,294.779,262,331,328.91364,305,361
750,IL-502,2011,464,462.32472,418,507,494.35024,470,533
751,IL-502,2012,450,450.87624,407,497,482.09052,457,523
752,IL-502,2013,497,492.937,446,540,527.13464,503,567
753,IL-502,2014,409,409.0088,369,452,437.51252,415,475
754,IL-502,2015,386,385.28684,347,423,412.11572,391,444
755,IL-502,2016,299,302.14424,270,338,323.1308,303,356
756,IL-502,2017,228,233.9104,208,264,250.20356,232,279
757,IL-503,2011,231,229.20644,207,251,241.91472,232,260
758,IL-503,2012,209,208.81556,188,230,220.38016,210,238
759,IL-503,2013,214,213.02852,192,233,224.72296,215,242
760,IL-503,2014,205,205.1542,185,226,216.50044,206,235
761,IL-503,2015,163,165.137,147,185,174.193,164,192
762,IL-503,2016,188,187.84052,169,207,198.15644,189,215
763,IL-503,2017,160,161.27936,144,180,170.20972,161,187
764,IL-504,2011,256,253.8944,226,283,288.872,270,314
765,IL-504,2012,196,197.92772,175,222,225.18756,209,247
766,IL-504,2013,201,202.9014,180,228,230.85272,214,253
767,IL-504,2014,240,238.3922,212,265,271.30448,254,294
768,IL-504,2015,168,170.34572,150,192,193.70132,179,212
769,IL-504,2016,199,199.54048,177,224,226.98652,211,248.05
770,IL-504,2017,176,176.76776,156,198,200.98568,187,220
771,IL-506,2011,353,349.69392,316,384,379.28856,360,407
772,IL-506,2012,291,294.5316,263,328,319.50108,299,349
773,IL-506,2013,288,288.403,259,319,312.71204,295,339
774,IL-506,2014,309,310.20528,278,343,336.23692,317,364
775,IL-506,2015,340,337.95204,304,373,366.47888,347,396
776,IL-506,2016,290,291.79592,262,324,316.2532,297,344.05
777,IL-506,2017,282,286.32632,255,321,310.56376,290,342
778,IL-507,2011,313,315.66584,283,351,342.4142,321,374
779,IL-507,2012,376,376.61624,339,416,408.50108,385,443
780,IL-507,2013,396,396.50348,356,440,430.03668,405,469
781,IL-507,2014,405,405.70764,365,448,439.99836,415,477
782,IL-507,2015,451,449.54292,405,495,487.42128,461,527
783,IL-507,2016,378,378.13972,340,417,410.11868,387,444
784,IL-507,2017,329,330.46248,297,366,358.45236,337,389
785,IL-508,2011,370,366.54644,321,415,488.57748,449,534
786,IL-508,2012,451,442.41508,390,499,589.87808,546,641
787,IL-508,2013,213,222.61288,191,256,296.722,267,329
788,IL-508,2014,339,337.57108,294,383,450.22168,413,494
789,IL-508,2015,318,320.25332,278,365,427.12988,390,472
790,IL-508,2016,240,245.28336,212,281,327.04596,297,362
791,IL-508,2017,300,300.25228,261,343,400.34048,365,443
792,IL-509,2011,160,157.1376,139,176,183.81912,171,200
793,IL-509,2012,125,125.24472,109,142,146.43232,135,161
794,IL-509,2013,107,107.63508,94,123,125.97376,116,139
795,IL-509,2014,96,96.98164,84,111,113.4064,104,125
796,IL-509,2015,101,101.52064,88,115,118.74724,109,131
797,IL-509,2016,81,82.70616,71,95,96.7022,88,108
798,IL-509,2017,90,91.11456,79,104,106.59912,97,118
799,IL-510,2011,6635,6672.3364,6031.95,7317,7405.98456,6964,7952
800,IL-510,2012,6710,6630.57276,6018,7232,7362.5178,6993.95,7823
801,IL-510,2013,6276,6308.78564,5689,6909,7006.84444,6572,7483
802,IL-510,2014,6287,6341.99604,5718,6982.05,7041.78476,6603,7571
803,IL-510,2015,6786,6718.96824,6105,7288,7459.7816,7100,7867
804,IL-510,2016,5889,5992.20024,5393,6604.05,6655.9636,6221,7176
805,IL-510,2017,5657,5703.75128,5148,6259,6333.28736,5942,6800
806,IL-511,2011,1257,1251.34628,1126,1381,1410.85832,1329,1522
807,IL-511,2012,1242,1241.92268,1120,1363,1400.7228,1318,1499
808,IL-511,2013,1242,1236.51008,1113,1358,1394.22452,1311,1491
809,IL-511,2014,1182,1169.29716,1055,1287,1318.44512,1245,1418
810,IL-511,2015,895,907.02188,812,1005,1022.97372,953,1111
811,IL-511,2016,952,971.476,866,1085,1095.40392,1014,1199
812,IL-511,2017,780,801.08496,716,891,903.652,838,983
813,IL-512,2011,635,630.2716,561,704,759.70016,707,825
